Time IMU (s),Pitch (deg),,Time depth (s),Depth (m)
0.023,-0.398,,0.237,-0.1319
0.294,-0.349,,0.473,-0.0466
0.565,-0.215,,0.710,-0.1319
0.836,-0.892,,0.946,-0.0892
1.107,-0.347,,1.183,-0.0892
1.378,-0.540,,1.419,-0.1319
1.650,-0.132,,1.656,-0.0892
1.921,-0.708,,1.892,-0.0892
2.192,-0.524,,2.129,-0.0892
2.463,-0.175,,2.365,-0.0892
2.734,-1.041,,2.602,-0.1785
3.005,-0.782,,2.838,-0.1358
3.276,-1.363,,3.075,-0.0892
3.547,-1.495,,3.311,-0.1358
3.819,-1.328,,3.548,-0.1785
4.090,-2.217,,3.784,-0.1358
4.361,-2.928,,4.021,-0.2212
4.632,-2.712,,4.257,-0.2212
4.903,-2.862,,4.494,-0.2638
5.174,-3.938,,4.730,-0.2638
5.445,-5.075,,4.967,-0.3531
5.716,-5.691,,5.203,-0.3531
5.988,-6.068,,5.440,-0.3958
6.259,-6.683,,5.676,-0.4423
6.530,-7.338,,5.913,-0.4850
6.801,-8.136,,6.149,-0.5277
7.072,-8.628,,6.386,-0.5742
7.343,-9.329,,6.622,-0.6169
7.614,-10.149,,6.859,-0.7062
7.885,-10.263,,7.095,-0.7488
8.157,-10.745,,7.332,-0.7915
8.428,-11.181,,7.568,-0.8342
8.699,-11.648,,7.805,-0.9234
8.970,-11.710,,8.041,-0.9661
9.241,-12.053,,8.278,-0.9661
9.512,-12.319,,8.514,-1.0127
9.783,-12.511,,8.751,-1.0980
10.054,-12.871,,8.987,-1.1446
10.326,-13.238,,9.224,-1.1873
10.597,-13.331,,9.460,-1.2300
10.868,-13.521,,9.697,-1.2765
11.139,-13.846,,9.933,-1.3619
11.410,-14.143,,10.170,-1.4046
11.681,-14.506,,10.406,-1.4511
11.952,-14.891,,10.643,-1.4938
12.223,-15.009,,10.879,-1.5365
12.495,-14.920,,11.116,-1.5830
12.766,-14.837,,11.352,-1.6257
13.037,-14.969,,11.589,-1.7150
13.308,-15.129,,11.825,-1.7150
13.579,-15.005,,12.062,-1.7576
13.850,-14.793,,12.298,-1.8003
14.121,-14.540,,12.535,-1.8896
14.392,-14.442,,12.771,-1.8896
14.664,-14.384,,13.008,-1.9322
14.935,-14.290,,13.244,-1.9322
15.206,-14.164,,13.481,-1.9322
15.477,-14.050,,13.717,-1.9788
15.748,-14.020,,13.954,-1.9788
16.019,-13.976,,14.190,-2.0215
16.290,-13.958,,14.427,-2.0215
16.562,-13.931,,14.663,-2.0642
16.833,-13.883,,14.900,-2.0642
17.104,-13.904,,15.136,-2.1107
17.375,-14.044,,15.373,-2.1534
17.646,-14.248,,15.609,-2.1534
17.917,-14.389,,15.846,-2.1534
18.188,-14.433,,16.082,-2.1961
18.459,-14.486,,16.319,-2.2388
18.731,-14.622,,16.555,-2.2853
19.002,-14.787,,16.792,-2.2853
19.273,-14.929,,17.028,-2.2853
19.544,-15.040,,17.265,-2.3280
19.815,-15.072,,17.501,-2.3707
20.086,-15.045,,17.738,-2.4599
20.357,-15.015,,17.974,-2.4172
20.628,-14.956,,18.211,-2.5026
20.900,-14.851,,18.447,-2.5026
21.171,-14.737,,18.684,-2.5492
21.442,-14.616,,18.920,-2.5918
21.713,-14.446,,19.157,-2.5918
21.984,-14.232,,19.393,-2.6345
22.255,-14.043,,19.630,-2.6345
22.526,-13.904,,19.866,-2.7238
22.797,-13.775,,20.103,-2.6811
23.069,-13.620,,20.339,-2.7664
23.340,-13.463,,20.576,-2.7664
23.611,-13.347,,20.812,-2.8130
23.882,-13.270,,21.049,-2.8557
24.153,-13.198,,21.285,-2.8557
24.424,-13.104,,21.522,-2.8557
24.695,-13.013,,21.758,-2.8984
24.966,-12.944,,21.995,-2.9449
25.238,-12.891,,22.231,-3.0303
25.509,-12.837,,22.468,-3.0303
25.780,-12.776,,22.704,-3.0303
26.051,-12.705,,22.941,-3.0303
26.322,-12.623,,23.177,-3.0768
26.593,-12.535,,23.414,-3.1622
26.864,-12.440,,23.650,-3.2049
27.135,-12.368,,23.887,-3.2049
27.407,-12.334,,24.123,-3.2514
27.678,-12.322,,24.360,-3.2941
27.949,-12.309,,24.596,-3.2941
28.220,-12.302,,24.833,-3.3368
28.491,-12.316,,25.069,-3.3834
28.762,-12.349,,25.306,-3.4260
29.033,-12.388,,25.542,-3.4260
29.304,-12.416,,25.779,-3.5153
29.576,-12.420,,26.015,-3.5153
29.847,-12.417,,26.252,-3.5580
30.118,-12.418,,26.488,-3.5580
30.389,-12.410,,26.725,-3.6006
30.660,-12.366,,26.961,-3.6472
30.931,-12.299,,27.198,-3.6472
31.202,-12.231,,27.434,-3.6472
31.473,-12.164,,27.671,-3.6899
31.745,-12.107,,27.907,-3.7326
32.016,-12.068,,28.144,-3.7326
32.287,-12.049,,28.380,-3.7791
32.558,-12.037,,28.617,-3.7791
32.829,-12.020,,28.853,-3.8218
33.100,-12.009,,29.090,-3.8218
33.371,-12.018,,29.326,-3.8645
33.642,-12.036,,29.563,-3.9110
33.914,-12.041,,29.799,-3.9110
34.185,-12.026,,30.036,-3.9537
34.456,-11.996,,30.272,-3.9537
34.727,-11.953,,30.509,-4.0430
34.998,-11.894,,30.745,-3.9964
35.269,-11.816,,30.982,-4.0856
35.540,-11.732,,31.218,-4.0856
35.812,-11.652,,31.455,-4.1283
36.083,-11.570,,31.691,-4.1749
36.354,-11.493,,31.928,-4.1749
36.625,-11.417,,32.164,-4.1749
36.896,-11.349,,32.401,-4.2176
37.167,-11.293,,32.637,-4.2602
37.438,-11.260,,32.874,-4.3068
37.709,-11.246,,33.110,-4.3495
37.981,-11.248,,33.347,-4.3922
38.252,-11.244,,33.583,-4.3922
38.523,-11.233,,33.820,-4.4348
38.794,-11.235,,34.056,-4.4814
39.065,-11.260,,34.293,-4.5668
39.336,-11.313,,34.529,-4.5241
39.607,-11.363,,34.766,-4.5668
39.878,-11.398,,35.002,-4.6133
40.150,-11.423,,35.239,-4.6133
40.421,-11.444,,35.475,-4.6987
40.692,-11.466,,35.712,-4.7452
40.963,-11.500,,35.948,-4.7452
41.234,-11.545,,36.185,-4.7879
41.505,-11.602,,36.421,-4.7879
41.776,-11.662,,36.658,-4.8306
42.047,-11.712,,36.894,-4.8306
42.319,-11.749,,37.131,-4.8772
42.590,-11.787,,37.367,-4.9198
42.861,-11.842,,37.604,-4.9198
43.132,-11.910,,37.840,-4.9625
43.403,-11.969,,38.077,-5.0091
43.674,-11.995,,38.313,-4.9625
43.945,-11.992,,38.550,-5.0091
44.216,-11.983,,38.786,-5.0518
44.488,-11.989,,39.023,-5.0944
44.759,-12.011,,39.259,-5.0944
45.030,-12.018,,39.496,-5.1837
45.301,-11.995,,39.732,-5.1837
45.572,-11.953,,39.969,-5.2264
45.843,-11.910,,40.205,-5.2729
46.114,-11.870,,40.442,-5.3156
46.385,-11.819,,40.678,-5.3156
46.657,-11.759,,40.915,-5.4048
46.928,-11.699,,41.151,-5.4048
47.199,-11.646,,41.388,-5.4475
47.470,-11.605,,41.624,-5.4902
47.741,-11.587,,41.861,-5.4902
48.012,-11.601,,42.097,-5.5368
48.283,-11.642,,42.334,-5.5794
48.554,-11.698,,42.570,-5.5794
48.826,-11.747,,42.807,-5.6221
49.097,-11.776,,43.043,-5.6648
49.368,-11.796,,43.280,-5.7114
49.639,-11.819,,43.516,-5.7114
49.910,-11.855,,43.753,-5.7540
50.181,-11.906,,43.989,-5.7967
50.452,-11.944,,44.226,-5.7967
50.723,-11.970,,44.462,-5.8433
50.995,-11.984,,44.699,-5.8860
51.266,-11.986,,44.935,-5.8860
51.537,-11.984,,45.172,-5.9752
51.808,-11.975,,45.408,-5.9752
52.079,-11.960,,45.645,-5.9752
52.350,-11.941,,45.881,-6.0179
52.621,-11.918,,46.118,-6.0606
52.892,-11.888,,46.354,-6.0606
53.164,-11.849,,46.591,-6.1071
53.435,-11.807,,46.827,-6.1498
53.706,-11.761,,47.064,-6.1498
53.977,-11.720,,47.300,-6.1925
54.248,-11.690,,47.537,-6.1498
54.519,-11.667,,47.773,-6.1925
54.790,-11.643,,48.010,-6.2390
55.062,-11.615,,48.246,-6.2817
55.333,-11.582,,48.483,-6.3244
55.604,-11.551,,48.719,-6.3244
55.875,-11.527,,48.956,-6.3710
56.146,-11.507,,49.192,-6.4136
56.417,-11.485,,49.429,-6.4563
56.688,-11.456,,49.665,-6.5029
56.959,-11.421,,49.902,-6.5029
57.231,-11.385,,50.138,-6.5456
57.502,-11.347,,50.375,-6.5882
57.773,-11.316,,50.611,-6.6348
58.044,-11.289,,50.848,-6.6775
58.315,-11.260,,51.084,-6.7202
58.586,-11.231,,51.321,-6.7667
58.857,-11.197,,51.557,-6.7667
59.128,-11.158,,51.794,-6.8094
59.400,-11.120,,52.030,-6.8948
59.671,-11.085,,52.267,-6.8948
59.942,-11.049,,52.503,-6.9413
60.213,-11.007,,52.740,-6.9840
60.484,-10.960,,52.976,-7.0267
60.755,-10.912,,53.213,-7.0267
61.026,-10.863,,53.449,-7.0732
61.297,-10.815,,53.686,-7.1159
61.569,-10.766,,53.922,-7.1159
61.840,-10.717,,54.159,-7.1586
62.111,-10.668,,54.395,-7.2052
62.382,-10.623,,54.632,-7.2478
62.653,-10.588,,54.868,-7.2478
62.924,-10.563,,55.105,-7.2905
63.195,-10.545,,55.341,-7.3371
63.466,-10.536,,55.578,-7.3371
63.738,-10.533,,55.814,-7.4224
64.009,-10.537,,56.051,-7.4224
64.280,-10.548,,56.287,-7.4690
64.551,-10.567,,56.524,-7.4690
64.822,-10.593,,56.760,-7.4690
65.093,-10.619,,56.997,-7.5544
65.364,-10.645,,57.233,-7.6009
65.635,-10.670,,57.470,-7.6009
65.907,-10.694,,57.706,-7.6436
66.178,-10.718,,57.943,-7.6863
66.449,-10.743,,58.179,-7.7328
66.720,-10.768,,58.416,-7.8182
66.991,-10.788,,58.652,-7.7755
67.262,-10.802,,58.889,-7.8182
67.533,-10.809,,59.125,-7.9074
67.804,-10.812,,59.362,-7.9501
68.076,-10.815,,59.598,-7.9501
68.347,-10.816,,59.835,-7.9967
68.618,-10.817,,60.071,-8.0394
68.889,-10.816,,60.308,-8.0820
69.160,-10.813,,60.544,-8.0820
69.431,-10.811,,60.781,-8.1713
69.702,-10.813,,61.017,-8.1713
69.973,-10.819,,61.254,-8.1713
70.245,-10.830,,61.490,-8.2566
70.516,-10.847,,61.727,-8.2566
70.787,-10.863,,61.963,-8.3032
71.058,-10.886,,62.200,-8.3459
71.329,-10.910,,62.436,-8.3886
71.600,-10.936,,62.673,-8.3886
71.871,-10.962,,62.909,-8.4351
72.142,-10.988,,63.146,-8.4778
72.414,-11.011,,63.382,-8.5205
72.685,-11.032,,63.619,-8.5670
72.956,-11.046,,63.855,-8.6097
73.227,-11.056,,64.092,-8.6524
73.498,-11.061,,64.328,-8.6524
73.769,-11.063,,64.565,-8.6990
74.040,-11.064,,64.801,-8.7416
74.312,-11.060,,65.038,-8.7843
74.583,-11.050,,65.274,-8.8309
74.854,-11.036,,65.511,-8.8736
75.125,-11.020,,65.747,-8.8736
75.396,-11.007,,65.984,-8.9162
75.667,-10.996,,66.220,-8.9628
75.938,-10.988,,66.457,-9.0482
76.209,-10.984,,66.693,-9.0482
76.481,-10.976,,66.930,-9.1374
76.752,-10.968,,67.166,-9.1374
77.023,-10.958,,67.403,-9.2228
77.294,-10.949,,67.639,-9.2228
77.565,-10.941,,67.876,-9.2693
77.836,-10.932,,68.112,-9.3120
78.107,-10.911,,68.349,-9.4012
78.378,-10.882,,68.585,-9.4012
78.650,-10.851,,68.822,-9.4012
78.921,-10.822,,69.058,-9.4866
79.192,-10.808,,69.295,-9.4866
79.463,-10.811,,69.531,-9.5758
79.734,-10.839,,69.768,-9.5758
80.005,-10.877,,70.004,-9.6185
80.276,-10.921,,70.241,-9.6651
80.547,-10.966,,70.477,-9.7078
80.819,-11.009,,70.714,-9.7504
81.090,-11.039,,70.950,-9.7970
81.361,-11.060,,71.187,-9.7970
81.632,-11.076,,71.423,-9.8824
81.903,-11.082,,71.660,-9.8824
82.174,-11.080,,71.896,-9.9289
82.445,-11.072,,72.133,-9.9716
82.716,-11.057,,72.369,-10.0608
82.988,-11.037,,72.606,-10.1035
83.259,-11.015,,72.842,-10.1035
83.530,-10.987,,73.079,-10.1462
83.801,-10.961,,73.315,-10.1889
84.072,-10.941,,73.552,-10.2354
84.343,-10.923,,73.788,-10.2781
84.614,-10.905,,74.025,-10.3208
84.885,-10.888,,74.261,-10.4100
85.157,-10.868,,74.498,-10.4100
85.428,-10.849,,74.734,-10.4100
85.699,-10.833,,74.971,-10.4993
85.970,-10.817,,75.207,-10.5420
86.241,-10.806,,75.444,-10.5846
86.512,-10.800,,75.680,-10.5846
86.783,-10.799,,75.917,-10.7166
87.054,-10.802,,76.153,-10.7166
87.326,-10.811,,76.390,-10.7631
87.597,-10.819,,76.626,-10.8058
87.868,-10.824,,76.863,-10.8950
88.139,-10.826,,77.099,-10.8950
88.410,-10.820,,77.336,-10.9377
88.681,-10.806,,77.572,-10.9804
88.952,-10.781,,77.809,-11.0270
89.223,-10.743,,78.045,-11.0270
89.495,-10.697,,78.282,-11.1123
89.766,-10.643,,78.518,-11.1550
90.037,-10.587,,78.755,-11.2016
90.308,-10.527,,78.991,-11.2442
90.579,-10.465,,79.228,-11.2869
90.850,-10.407,,79.464,-11.3335
91.121,-10.350,,79.701,-11.3335
91.392,-10.294,,79.937,-11.3762
91.664,-10.242,,80.174,-11.4188
91.935,-10.194,,80.410,-11.4654
92.206,-10.153,,80.647,-11.5081
92.477,-10.119,,80.883,-11.5973
92.748,-10.088,,81.120,-11.5973
93.019,-10.064,,81.356,-11.6400
93.290,-10.046,,81.593,-11.7292
93.562,-10.028,,81.829,-11.7292
93.833,-10.012,,82.066,-11.7719
94.104,-9.996,,82.302,-11.8146
94.375,-9.978,,82.539,-11.8146
94.646,-9.961,,82.775,-11.9465
94.917,-9.939,,83.012,-11.9931
95.188,-9.919,,83.248,-12.0358
95.459,-9.899,,83.485,-12.0784
95.731,-9.886,,83.721,-12.1211
96.002,-9.879,,83.958,-12.1211
96.273,-9.881,,84.194,-12.2104
96.544,-9.889,,84.431,-12.2104
96.815,-9.901,,84.667,-12.2530
97.086,-9.919,,84.904,-12.3423
97.357,-9.947,,85.140,-12.3423
97.628,-9.986,,85.377,-12.4315
97.900,-10.030,,85.613,-12.4315
98.171,-10.068,,85.850,-12.4742
98.442,-10.098,,86.086,-12.5169
98.713,-10.117,,86.323,-12.5634
98.984,-10.124,,86.559,-12.6488
99.255,-10.123,,86.796,-12.6488
99.526,-10.116,,87.032,-12.6954
99.797,-10.106,,87.269,-12.7380
100.069,-10.097,,87.505,-12.7380
100.340,-10.090,,87.742,-12.8273
100.611,-10.087,,87.978,-12.8700
100.882,-10.087,,88.215,-12.9126
101.153,-10.091,,88.451,-12.9126
101.424,-10.096,,88.688,-13.0019
101.695,-10.110,,88.924,-13.0019
101.966,-10.132,,89.161,-13.0872
102.238,-10.158,,89.397,-13.1338
102.509,-10.184,,89.634,-13.1338
102.780,-10.210,,89.870,-13.2192
103.051,-10.231,,90.107,-13.2192
103.322,-10.247,,90.343,-13.3084
103.593,-10.259,,90.580,-13.3084
103.864,-10.270,,90.816,-13.3976
104.135,-10.277,,91.053,-13.3976
104.407,-10.279,,91.289,-13.4403
104.678,-10.276,,91.526,-13.4830
104.949,-10.269,,91.762,-13.5296
105.220,-10.261,,91.999,-13.5722
105.491,-10.241,,92.235,-13.6149
105.762,-10.216,,92.472,-13.6615
106.033,-10.179,,92.708,-13.6615
106.304,-10.130,,92.945,-13.7042
106.576,-10.077,,93.181,-13.7934
106.847,-10.016,,93.418,-13.7934
107.118,-9.945,,93.654,-13.8361
107.389,-9.860,,93.891,-13.9214
107.660,-9.756,,94.127,-13.9680
107.931,-9.635,,94.364,-14.0107
108.202,-9.500,,94.600,-14.0107
108.473,-9.354,,94.837,-14.1426
108.745,-9.193,,95.073,-14.1426
109.016,-9.020,,95.310,-14.1426
109.287,-8.842,,95.546,-14.2318
109.558,-8.666,,95.783,-14.2745
109.829,-8.498,,96.019,-14.3172
110.100,-8.333,,96.256,-14.3638
110.371,-8.167,,96.492,-14.4064
110.642,-7.999,,96.729,-14.4491
110.914,-7.831,,96.965,-14.4957
111.185,-7.666,,97.202,-14.5384
111.456,-7.506,,97.438,-14.5810
111.727,-7.354,,97.675,-14.5810
111.998,-7.207,,97.911,-14.6703
112.269,-7.065,,98.148,-14.7595
112.540,-6.929,,98.384,-14.7595
112.812,-6.799,,98.621,-14.8449
113.083,-6.674,,98.857,-14.8876
113.354,-6.554,,99.094,-14.9341
113.625,-6.436,,99.330,-14.9768
113.896,-6.324,,99.567,-15.0195
114.167,-6.220,,99.803,-15.0660
114.438,-6.126,,100.040,-15.1087
114.709,-6.034,,100.276,-15.1980
114.981,-5.945,,100.513,-15.2406
115.252,-5.858,,100.749,-15.2833
115.523,-5.775,,100.986,-15.2833
115.794,-5.691,,101.222,-15.3726
116.065,-5.609,,101.459,-15.3726
116.336,-5.524,,101.695,-15.4618
116.607,-5.433,,101.932,-15.5045
116.878,-5.342,,102.168,-15.5472
117.150,-5.251,,102.405,-15.5472
117.421,-5.158,,102.641,-15.5937
117.692,-5.062,,102.878,-15.6791
117.963,-4.963,,103.114,-15.7218
118.234,-4.867,,103.351,-15.7218
118.505,-4.767,,103.587,-15.8110
118.776,-4.670,,103.824,-15.8110
119.047,-4.576,,104.060,-15.9002
119.319,-4.483,,104.297,-15.9856
119.590,-4.382,,104.533,-15.9856
119.861,-4.269,,104.770,-16.0322
120.132,-4.138,,105.006,-16.1175
120.403,-3.995,,105.243,-16.1641
120.674,-3.839,,105.479,-16.2068
120.945,-3.678,,105.716,-16.2068
121.216,-3.511,,105.952,-16.2960
121.488,-3.339,,106.189,-16.3814
121.759,-3.167,,106.425,-16.4279
122.030,-2.997,,106.662,-16.4279
122.301,-2.824,,106.898,-16.4706
122.572,-2.643,,107.135,-16.5133
122.843,-2.460,,107.371,-16.6025
123.114,-2.273,,107.608,-16.6025
123.385,-2.084,,107.844,-16.6452
123.657,-1.898,,108.081,-16.6879
123.928,-1.714,,108.317,-16.7344
124.199,-1.536,,108.554,-16.7344
124.470,-1.364,,108.790,-16.7771
124.741,-1.206,,109.027,-16.8664
125.012,-1.064,,109.263,-16.8664
125.283,-0.933,,109.500,-16.9090
125.554,-0.814,,109.736,-16.9090
125.826,-0.699,,109.973,-16.9983
126.097,-0.588,,110.209,-16.9983
126.368,-0.479,,110.446,-17.0410
126.639,-0.370,,110.682,-17.0410
126.910,-0.266,,110.919,-17.1302
127.181,-0.163,,111.155,-17.1302
127.452,-0.059,,111.392,-17.1302
127.723,0.043,,111.628,-17.1729
127.995,0.144,,111.865,-17.2621
128.266,0.243,,112.101,-17.2621
128.537,0.333,,112.338,-17.3048
128.808,0.411,,112.574,-17.3475
129.079,0.470,,112.811,-17.3475
129.350,0.506,,113.047,-17.3940
129.621,0.534,,113.284,-17.3940
129.892,0.565,,113.520,-17.3940
130.164,0.600,,113.757,-17.4794
130.435,0.658,,113.993,-17.4794
130.706,0.735,,114.230,-17.5260
130.977,0.840,,114.466,-17.5686
131.248,0.983,,114.703,-17.5686
131.519,1.159,,114.939,-17.6113
131.790,1.369,,115.176,-17.6113
132.062,1.606,,115.412,-17.6579
132.333,1.872,,115.649,-17.6579
132.604,2.159,,115.885,-17.7432
132.875,2.463,,116.122,-17.7432
133.146,2.781,,116.358,-17.7859
133.417,3.097,,116.595,-17.7432
133.688,3.365,,116.831,-17.7898
133.959,3.587,,117.068,-17.8752
134.231,3.775,,117.304,-17.8752
134.502,3.931,,117.541,-17.8752
134.773,4.062,,117.777,-17.9178
135.044,4.173,,118.014,-17.9644
135.315,4.264,,118.250,-17.9644
135.586,4.342,,118.487,-17.9644
135.857,4.398,,118.723,-18.0498
136.128,4.426,,118.960,-18.0071
136.400,4.434,,119.196,-18.0963
136.671,4.430,,119.433,-18.0963
136.942,4.421,,119.669,-18.0963
137.213,4.407,,119.906,-18.1390
137.484,4.392,,120.142,-18.1390
137.755,4.377,,120.379,-18.2282
138.026,4.362,,120.615,-18.2282
138.297,4.354,,120.852,-18.2282
138.569,4.350,,121.088,-18.2709
138.840,4.348,,121.325,-18.2709
139.111,4.347,,121.561,-18.3136
139.382,4.349,,121.798,-18.3136
139.653,4.352,,122.034,-18.3602
139.924,4.363,,122.271,-18.3602
140.195,4.376,,122.507,-18.3602
140.466,4.391,,122.744,-18.4028
140.738,4.408,,122.980,-18.4028
141.009,4.425,,123.217,-18.4455
141.280,4.443,,123.453,-18.4028
141.551,4.466,,123.690,-18.4455
141.822,4.487,,123.926,-18.4455
142.093,4.508,,124.163,-18.4921
142.364,4.531,,124.399,-18.4921
142.635,4.550,,124.636,-18.5348
142.907,4.563,,124.872,-18.5348
143.178,4.573,,125.109,-18.5348
143.449,4.578,,125.345,-18.5774
143.720,4.575,,125.582,-18.5813
143.991,4.568,,125.818,-18.5774
144.262,4.559,,126.055,-18.6240
144.533,4.545,,126.291,-18.5774
144.804,4.528,,126.528,-18.5774
145.076,4.513,,126.764,-18.6667
145.347,4.498,,127.001,-18.6667
145.618,4.483,,127.237,-18.6240
145.889,4.468,,127.474,-18.6667
146.160,4.452,,127.710,-18.6667
146.431,4.440,,127.947,-18.6667
146.702,4.431,,128.183,-18.7094
146.973,4.422,,128.420,-18.7094
147.245,4.415,,128.656,-18.7094
147.516,4.407,,128.893,-18.7094
147.787,4.403,,129.129,-18.7094
148.058,4.400,,129.366,-18.7094
148.329,4.398,,129.602,-18.7559
148.600,4.398,,129.839,-18.7559
148.871,4.401,,130.075,-18.7559
149.142,4.406,,130.312,-18.7986
149.414,4.411,,130.548,-18.7094
149.685,4.415,,130.785,-18.7559
149.956,4.420,,131.021,-18.7559
150.227,4.424,,131.258,-18.7132
150.498,4.425,,131.494,-18.7559
150.769,4.424,,131.731,-18.7559
151.040,4.421,,131.967,-18.7559
151.312,4.418,,132.204,-18.7132
151.583,4.413,,132.440,-18.7132
151.854,4.406,,132.677,-18.7132
152.125,4.397,,132.913,-18.7559
152.396,4.386,,133.150,-18.7132
152.667,4.374,,133.386,-18.7132
152.938,4.361,,133.623,-18.6667
153.209,4.346,,133.859,-18.6667
153.481,4.331,,134.096,-18.6667
153.752,4.315,,134.332,-18.6240
154.023,4.301,,134.569,-18.5813
154.294,4.288,,134.805,-18.5348
154.565,4.278,,135.042,-18.5813
154.836,4.273,,135.278,-18.5348
155.107,4.270,,135.515,-18.5348
155.378,4.271,,135.751,-18.4921
155.650,4.274,,135.988,-18.4921
155.921,4.274,,136.224,-18.4494
156.192,4.276,,136.461,-18.4494
156.463,4.279,,136.697,-18.4067
156.734,4.281,,136.934,-18.4067
157.005,4.284,,137.170,-18.4067
157.276,4.288,,137.407,-18.4067
157.547,4.292,,137.643,-18.4067
157.819,4.294,,137.880,-18.4494
158.090,4.295,,138.116,-18.4067
158.361,4.294,,138.353,-18.4067
158.632,4.293,,138.589,-18.4067
158.903,4.290,,138.826,-18.4067
159.174,4.286,,139.062,-18.4067
159.445,4.281,,139.299,-18.3602
159.716,4.274,,139.535,-18.4067
159.988,4.265,,139.772,-18.4067
160.259,4.258,,140.008,-18.4067
160.530,4.247,,140.245,-18.3602
160.801,4.237,,140.481,-18.4067
161.072,4.227,,140.718,-18.3602
161.343,4.219,,140.954,-18.3602
161.614,4.211,,141.191,-18.3175
161.885,4.202,,141.427,-18.3602
162.157,4.193,,141.664,-18.3602
162.428,4.186,,141.900,-18.3175
162.699,4.180,,142.137,-18.2748
162.970,4.174,,142.373,-18.2748
163.241,4.170,,142.610,-18.2748
163.512,4.166,,142.846,-18.1856
163.783,4.164,,143.083,-18.1856
164.054,4.163,,143.319,-18.1856
164.326,4.165,,143.556,-18.1856
164.597,4.168,,143.792,-18.1429
164.868,4.172,,144.029,-18.1429
165.139,4.177,,144.265,-18.0536
165.410,4.182,,144.502,-18.1002
165.681,4.187,,144.738,-18.0536
165.952,4.188,,144.975,-18.0110
166.223,4.191,,145.211,-18.0110
166.495,4.192,,145.448,-18.0110
166.766,4.191,,145.684,-17.9683
167.037,4.190,,145.921,-17.9683
167.308,4.189,,146.157,-17.9256
167.579,4.186,,146.394,-17.9683
167.850,4.182,,146.630,-17.9256
168.121,4.179,,146.867,-17.9256
168.392,4.174,,147.103,-17.8790
168.664,4.168,,147.340,-17.8790
168.935,4.160,,147.576,-17.9256
169.206,4.152,,147.813,-17.8364
169.477,4.144,,148.049,-17.8364
169.748,4.138,,148.286,-17.8364
170.019,4.132,,148.522,-17.7937
170.290,4.126,,148.759,-17.7937
170.562,4.122,,148.995,-17.7937
170.833,4.115,,149.232,-17.7471
171.104,4.113,,149.468,-17.7937
171.375,4.113,,149.705,-17.7510
171.646,4.111,,149.941,-17.7044
171.917,4.110,,150.178,-17.7044
172.188,4.106,,150.414,-17.7044
172.459,4.104,,150.651,-17.6618
172.731,4.104,,150.887,-17.6618
173.002,4.103,,151.124,-17.6152
173.273,4.105,,151.360,-17.5725
173.544,4.105,,151.597,-17.5725
173.815,4.106,,151.833,-17.5725
174.086,4.106,,152.070,-17.5725
174.357,4.106,,152.306,-17.5298
174.628,4.103,,152.543,-17.4872
174.900,4.100,,152.779,-17.4406
175.171,4.094,,153.016,-17.4406
175.442,4.088,,153.252,-17.3979
175.713,4.083,,153.489,-17.3979
175.984,4.077,,153.725,-17.3552
176.255,4.071,,153.962,-17.3552
176.526,4.064,,154.198,-17.3087
176.797,4.056,,154.435,-17.3087
177.069,4.051,,154.671,-17.3087
177.340,4.047,,154.908,-17.3087
177.611,4.043,,155.144,-17.2660
177.882,4.040,,155.381,-17.2233
178.153,4.037,,155.617,-17.1806
178.424,4.036,,155.854,-17.1806
178.695,4.037,,156.090,-17.1341
178.966,4.040,,156.327,-17.1341
179.238,4.041,,156.563,-17.0914
179.509,4.045,,156.800,-17.0914
179.780,4.048,,157.036,-17.1341
180.051,4.052,,157.273,-17.0914
180.322,4.055,,157.509,-17.0487
180.593,4.059,,157.746,-17.0022
180.864,4.064,,157.982,-17.0022
181.135,4.068,,158.219,-16.9595
181.407,4.071,,158.455,-16.9168
181.678,4.073,,158.692,-16.9168
181.949,4.074,,158.928,-16.9168
182.220,4.076,,159.165,-16.8741
182.491,4.077,,159.401,-16.8702
182.762,4.079,,159.638,-16.7849
183.033,4.080,,159.874,-16.8276
183.304,4.082,,160.111,-16.7849
183.576,4.083,,160.347,-16.7422
183.847,4.087,,160.584,-16.7422
184.118,4.093,,160.820,-16.6530
184.389,4.100,,161.057,-16.6956
184.660,4.109,,161.293,-16.6530
184.931,4.119,,161.530,-16.6103
185.202,4.129,,161.766,-16.6530
185.473,4.140,,162.003,-16.6103
185.745,4.152,,162.239,-16.5637
186.016,4.162,,162.476,-16.5637
186.287,4.172,,162.712,-16.4784
186.558,4.182,,162.949,-16.5210
186.829,4.193,,163.185,-16.4784
187.100,4.205,,163.422,-16.4784
187.371,4.213,,163.658,-16.4357
187.642,4.222,,163.895,-16.4357
187.914,4.230,,164.131,-16.3891
188.185,4.240,,164.368,-16.3464
188.456,4.251,,164.604,-16.3464
188.727,4.260,,164.841,-16.3038
188.998,4.270,,165.077,-16.3038
189.269,4.278,,165.314,-16.2572
189.540,4.287,,165.550,-16.2572
189.812,4.295,,165.787,-16.2145
190.083,4.300,,166.023,-16.2145
190.354,4.306,,166.260,-16.1718
190.625,4.311,,166.496,-16.1718
190.896,4.316,,166.733,-16.1253
191.167,4.318,,166.969,-16.0826
191.438,4.318,,167.206,-16.0399
191.709,4.318,,167.442,-16.0399
191.981,4.317,,167.679,-16.0399
192.252,4.313,,167.915,-15.9507
